model,group,persona_code,token_f1_mean,token_f1_std,iou_f1_mean,iou_f1_std,n_eval_mean,gt_total
qwen3_32b,LY,45_f_b,0.5503651006965976,0.010148633705798398,0.4005069708491762,0.027998380271704072,263.0,263
qwen3_32b,LY,45_f_w,0.5547442458374389,0.006465287145392829,0.3954372623574145,0.01862729842420668,263.0,263
qwen3_32b,WO,25_m_b,0.5975046522628016,0.014650894550969523,0.4854245880861851,0.027998380271704093,263.0,263
qwen3_32b,WO,25_m_l,0.623968462015216,0.004230870010356536,0.5399239543726235,0.011193613265307786,263.0,263
qwen3_32b,WO,25_f_b,0.6003934272033166,0.015367363419035792,0.49556400506970855,0.02113223320726626,263.0,263
qwen3_32b,WO,25_f_l,0.6150342961094658,0.004486901632108505,0.4993662864385298,0.015931311901110943,263.0,263
qwen3_32b,WO,25_f_w,0.6221998168721128,0.000807295015937116,0.523447401774398,0.013999190135852027,263.0,263
qwen3_32b,WO,45_m_b,0.5933627429349894,0.00036149560407569635,0.4866920152091255,0.010754475759491232,263.0,263
qwen3_32b,WO,45_m_l,0.6105136965253547,0.003604366489310712,0.5057034220532319,0.023438836513190044,263.0,263
qwen3_32b,WO,45_m_w,0.6082188638450017,0.009460570257743798,0.5057034220532319,0.03150773864298114,263.0,263
qwen3_32b,WO,45_f_l,0.6157046050425019,0.010978023352834682,0.5107731305449937,0.03261008955708142,263.0,263
qwen3_32b,WO,25_m_w,0.6343306365254525,0.014095144620055424,0.550063371356147,0.029506835809436822,263.0,263
qwen3_32b,WO,45_f_b,0.6094339840639952,0.00888857645042299,0.514575411913815,0.0078129455043967,263.0,263
qwen3_32b,WO,45_f_w,0.615223454416724,0.0014150855761722728,0.5171102661596958,0.003104549737367806,263.0,263
qwen3_32b,WY,25_m_b,0.5681610946364127,0.014055951904576657,0.4271229404309252,0.029831691497946313,263.0,263
qwen3_32b,WY,25_m_l,0.5828539302446146,0.00512756344426988,0.4562737642585551,0.010754475759491232,263.0,263
qwen3_32b,WY,25_f_b,0.55662989508395,0.015818553826206515,0.41191381495564006,0.025285091689809882,263.0,263
qwen3_32b,WY,25_f_l,0.5811778602131944,0.009335816968038051,0.4296577946768061,0.01938790689579006,263.0,263
qwen3_32b,WY,25_f_w,0.5904108858733325,0.0009199997014488048,0.46261089987325726,0.0035848252531637437,263.0,263
qwen3_32b,WY,45_m_b,0.562969433931046,0.0037297469457846393,0.4233206590621039,0.0017924126265818586,263.0,263
qwen3_32b,WY,45_m_l,0.5707170197726298,0.005594414999666593,0.4309252217997465,0.0017924126265818588,263.0,263
qwen3_32b,WY,45_m_w,0.5739611789813677,0.006211514954230483,0.4448669201520912,0.016131713639236833,263.0,263
qwen3_32b,WY,45_f_l,0.5796180364471843,0.014623375404179325,0.44613434727503165,0.02411444561526038,263.0,263
qwen3_32b,WY,25_m_w,0.5930856826863206,0.005225338225887264,0.4524714828897339,0.011193613265307793,263.0,263
qwen3_32b,WY,45_f_b,0.5737196012988672,0.008275320838718148,0.4309252217997465,0.020671110811533697,263.0,263
qwen3_32b,WY,45_f_w,0.5866233810100875,0.005394011679175984,0.4600760456273764,0.009313649212103328,263.0,263
